"","ParkName","ParkCode","LocationID","PeriodID","EventID","SamplingGear","ChannelType","SiteNumber","TaxaFishNumber","TotalLength_Millimeters","Weight_Grams","FishAnomaly","Vouchered","NumObs","BatchID","BatchWT_Grams","Comments","TaxonCode","CommonName","FamilyName","VerbatimIdentification","TSN","ScientificName","ScientificName_flag","ScientificNameDataSource","GBIFTaxonID","TaxonRank","Tolerance","ReproductiveClassification","TrophicClassification","dwcType","dwcBasisOfRecord","Year","key","station","water_year","annual_mean","short_term_change","days_over_7xmedian","high_flow_duration","fall_rate"
"3494","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2006Sep18","TAPRShiner2006Sep18","seine","main",3,3,31,-999,"No Anomalies",FALSE,1,0,-999,"no wt","ethspe","Orangethroat darter","Percidae","Etheostoma spectabile",168368,"Etheostoma spectabile","A","GBIF Backbone Taxonomy",2382332,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"3495","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2006Sep18","TAPRShiner2006Sep18","seine","main",3,4,43,-999,"No Anomalies",FALSE,1,0,-999,"no wt","ethspe","Orangethroat darter","Percidae","Etheostoma spectabile",168368,"Etheostoma spectabile","A","GBIF Backbone Taxonomy",2382332,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"3496","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2006Sep18","TAPRShiner2006Sep18","seine","main",3,5,26,-999,"No Anomalies",FALSE,1,0,-999,"no wt","ethspe","Orangethroat darter","Percidae","Etheostoma spectabile",168368,"Etheostoma spectabile","A","GBIF Backbone Taxonomy",2382332,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"3497","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2006Sep18","TAPRShiner2006Sep18","seine","main",4,1,33,-999,"No Anomalies",FALSE,1,0,-999,"no wt","ethspe","Orangethroat darter","Percidae","Etheostoma spectabile",168368,"Etheostoma spectabile","A","GBIF Backbone Taxonomy",2382332,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"3498","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2006Sep18","TAPRShiner2006Sep18","seine","main",4,2,29,-999,"No Anomalies",FALSE,1,0,-999,"no wt","ethspe","Orangethroat darter","Percidae","Etheostoma spectabile",168368,"Etheostoma spectabile","A","GBIF Backbone Taxonomy",2382332,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"3499","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2007Sep09","TAPRShiner2007Sep11","seine","main",1,1,27,-999,"No Anomalies",FALSE,1,1,-999,NA,"ethspe","Orangethroat darter","Percidae","Etheostoma spectabile",168368,"Etheostoma spectabile","A","GBIF Backbone Taxonomy",2382332,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2007,"07182250-2007","07182250",2007,"653.65","-17",37,5,"-232.11"
"3500","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2007Sep09","TAPRShiner2007Sep11","seine","main",1,2,31,-999,"No Anomalies",FALSE,1,1,3,NA,"ethspe","Orangethroat darter","Percidae","Etheostoma spectabile",168368,"Etheostoma spectabile","A","GBIF Backbone Taxonomy",2382332,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2007,"07182250-2007","07182250",2007,"653.65","-17",37,5,"-232.11"
"3501","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2007Sep09","TAPRShiner2007Sep11","seine","main",1,3,35,-999,"No Anomalies",FALSE,1,1,-999,NA,"ethspe","Orangethroat darter","Percidae","Etheostoma spectabile",168368,"Etheostoma spectabile","A","GBIF Backbone Taxonomy",2382332,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2007,"07182250-2007","07182250",2007,"653.65","-17",37,5,"-232.11"
"3502","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2007Sep09","TAPRShiner2007Sep11","seine","main",1,4,42,-999,"No Anomalies",FALSE,1,1,-999,NA,"ethspe","Orangethroat darter","Percidae","Etheostoma spectabile",168368,"Etheostoma spectabile","A","GBIF Backbone Taxonomy",2382332,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2007,"07182250-2007","07182250",2007,"653.65","-17",37,5,"-232.11"
"3503","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2007Sep09","TAPRShiner2007Sep11","seine","main",1,5,27,-999,"No Anomalies",FALSE,1,1,-999,NA,"ethspe","Orangethroat darter","Percidae","Etheostoma spectabile",168368,"Etheostoma spectabile","A","GBIF Backbone Taxonomy",2382332,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2007,"07182250-2007","07182250",2007,"653.65","-17",37,5,"-232.11"
"3504","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2007Sep09","TAPRShiner2007Sep11","seine","main",1,6,30,-999,"No Anomalies",FALSE,1,1,-999,NA,"ethspe","Orangethroat darter","Percidae","Etheostoma spectabile",168368,"Etheostoma spectabile","A","GBIF Backbone Taxonomy",2382332,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2007,"07182250-2007","07182250",2007,"653.65","-17",37,5,"-232.11"
