"","ParkName","ParkCode","LocationID","PeriodID","EventID","SamplingGear","ChannelType","SiteNumber","TaxaFishNumber","TotalLength_Millimeters","Weight_Grams","FishAnomaly","Vouchered","NumObs","BatchID","BatchWT_Grams","Comments","TaxonCode","CommonName","FamilyName","VerbatimIdentification","TSN","ScientificName","ScientificName_flag","ScientificNameDataSource","GBIFTaxonID","TaxonRank","Tolerance","ReproductiveClassification","TrophicClassification","dwcType","dwcBasisOfRecord","Year","key","station","water_year","annual_mean","short_term_change","days_over_7xmedian","high_flow_duration","fall_rate"
"4093","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2007Sep09","TAPRShiner2007Sep11","seine","main",3,5,50,2,"No Anomalies",FALSE,1,0,-999,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2007,"07182250-2007","07182250",2007,"653.65","-17",37,5,"-232.11"
"4094","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2007Sep09","TAPRShiner2007Sep11","seine","main",3,6,45,2,"No Anomalies",FALSE,1,0,-999,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2007,"07182250-2007","07182250",2007,"653.65","-17",37,5,"-232.11"
"4095","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2007Sep09","TAPRShiner2007Sep11","seine","main",3,7,44,2,"No Anomalies",FALSE,1,0,-999,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2007,"07182250-2007","07182250",2007,"653.65","-17",37,5,"-232.11"
"4096","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2007Sep09","TAPRShiner2007Sep11","seine","main",3,8,40,1,"No Anomalies",FALSE,1,0,-999,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2007,"07182250-2007","07182250",2007,"653.65","-17",37,5,"-232.11"
"4097","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2007Sep09","TAPRShiner2007Sep11","seine","main",3,9,50,2,"No Anomalies",FALSE,1,0,-999,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2007,"07182250-2007","07182250",2007,"653.65","-17",37,5,"-232.11"
"4098","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2007Sep09","TAPRShiner2007Sep11","seine","main",4,1,52,2,"No Anomalies",FALSE,1,0,-999,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2007,"07182250-2007","07182250",2007,"653.65","-17",37,5,"-232.11"
"4099","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2007Sep09","TAPRShiner2007Sep11","seine","main",4,2,51,3,"No Anomalies",FALSE,1,0,-999,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2007,"07182250-2007","07182250",2007,"653.65","-17",37,5,"-232.11"
"4100","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2007Sep09","TAPRShiner2007Sep11","seine","main",4,3,-999,-999,"No Anomalies",FALSE,6,0,-999,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2007,"07182250-2007","07182250",2007,"653.65","-17",37,5,"-232.11"
"4101","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2007Sep09","TAPRShiner2007Sep11","seine","main",4,4,90,17,"No Anomalies",FALSE,1,0,-999,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2007,"07182250-2007","07182250",2007,"653.65","-17",37,5,"-232.11"
"4102","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2007Sep09","TAPRShiner2007Sep11","seine","main",4,5,64,5,"No Anomalies",FALSE,1,0,-999,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2007,"07182250-2007","07182250",2007,"653.65","-17",37,5,"-232.11"
"4103","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2007Sep09","TAPRShiner2007Sep11","seine","main",4,6,86,13,"No Anomalies",FALSE,1,0,-999,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2007,"07182250-2007","07182250",2007,"653.65","-17",37,5,"-232.11"
"4104","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2007Sep09","TAPRShiner2007Sep11","seine","main",4,7,97,18,"No Anomalies",FALSE,1,0,-999,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2007,"07182250-2007","07182250",2007,"653.65","-17",37,5,"-232.11"
"4105","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2007Sep09","TAPRShiner2007Sep11","seine","main",4,8,76,9,"No Anomalies",FALSE,1,0,-999,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2007,"07182250-2007","07182250",2007,"653.65","-17",37,5,"-232.11"
"4106","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2007Sep09","TAPRShiner2007Sep11","seine","main",4,9,49,2,"No Anomalies",FALSE,1,0,-999,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2007,"07182250-2007","07182250",2007,"653.65","-17",37,5,"-232.11"
"4107","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2008Sep07","TAPRShiner2008Sep09","seine","main",4,1,25,-999,"No Anomalies",FALSE,1,1,-999,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2008,"07182250-2008","07182250",2008,"1393.63","76.97",78,4,"-423.66"
"4108","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2008Sep07","TAPRShiner2008Sep09","seine","main",4,2,61,-999,"No Anomalies",FALSE,1,1,-999,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2008,"07182250-2008","07182250",2008,"1393.63","76.97",78,4,"-423.66"
"4109","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2008Sep07","TAPRShiner2008Sep09","seine","main",4,3,28,-999,"No Anomalies",FALSE,1,1,5,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2008,"07182250-2008","07182250",2008,"1393.63","76.97",78,4,"-423.66"
"4110","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2008Sep07","TAPRShiner2008Sep09","seine","main",4,4,106,27,"No Anomalies",FALSE,1,0,-999,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2008,"07182250-2008","07182250",2008,"1393.63","76.97",78,4,"-423.66"
"4111","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2009Sep08","TAPRShiner2009Sep09","seine","main",5,1,109,25,"No Anomalies",FALSE,1,0,-999,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2009,"07182250-2009","07182250",2009,"1261.48","60.18",64,5,"-361.81"
"4112","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2015Aug30","TAPRShiner2015Sep01","seine","main",1,1,42,1,"No Anomalies",FALSE,1,0,-999,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2015,"07182250-2015","07182250",2015,"768.54","-2.41",37,6,"-234.09"
"4113","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2015Aug30","TAPRShiner2015Sep01","seine","main",1,2,46,2,"No Anomalies",FALSE,1,0,-999,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2015,"07182250-2015","07182250",2015,"768.54","-2.41",37,6,"-234.09"
"4114","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2015Aug30","TAPRShiner2015Sep01","seine","main",2,1,48,2,"No Anomalies",FALSE,1,0,-999,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2015,"07182250-2015","07182250",2015,"768.54","-2.41",37,6,"-234.09"
"4115","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2015Aug30","TAPRShiner2015Sep01","seine","main",4,1,101,21,"No Anomalies",FALSE,1,0,-999,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2015,"07182250-2015","07182250",2015,"768.54","-2.41",37,6,"-234.09"
"4116","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2015Aug30","TAPRShiner2015Sep01","seine","main",4,2,98,19,"No Anomalies",FALSE,1,0,-999,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2015,"07182250-2015","07182250",2015,"768.54","-2.41",37,6,"-234.09"
"4117","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2018Sep04","TAPRShiner2018Sep06","seine","main",1,1,-999,-999,"No Anomalies",FALSE,18,0,-999,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2018,"07182250-2018","07182250",2018,"123.45","-84.32",4,3,"-43.4"
"4118","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2018Sep04","TAPRShiner2018Sep06","seine","main",3,1,64,5,"No Anomalies",FALSE,1,0,-999,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2018,"07182250-2018","07182250",2018,"123.45","-84.32",4,3,"-43.4"
"4119","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2018Sep04","TAPRShiner2018Sep06","seine","main",3,2,72,7,"No Anomalies",FALSE,1,0,-999,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2018,"07182250-2018","07182250",2018,"123.45","-84.32",4,3,"-43.4"
"4120","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2018Sep04","TAPRShiner2018Sep06","seine","main",3,3,66,5,"No Anomalies",FALSE,1,0,-999,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2018,"07182250-2018","07182250",2018,"123.45","-84.32",4,3,"-43.4"
"4121","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2018Sep04","TAPRShiner2018Sep06","seine","main",3,4,64,4,"No Anomalies",FALSE,1,0,-999,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2018,"07182250-2018","07182250",2018,"123.45","-84.32",4,3,"-43.4"
"4122","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2018Sep04","TAPRShiner2018Sep06","seine","main",3,5,61,4,"No Anomalies",FALSE,1,0,-999,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2018,"07182250-2018","07182250",2018,"123.45","-84.32",4,3,"-43.4"
"4123","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2018Sep04","TAPRShiner2018Sep06","seine","main",3,6,48,2,"No Anomalies",FALSE,1,0,-999,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2018,"07182250-2018","07182250",2018,"123.45","-84.32",4,3,"-43.4"
"4124","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2018Sep04","TAPRShiner2018Sep06","seine","main",3,7,30,-999,"No Anomalies",FALSE,1,0,-999,"no individual weight recorded","lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2018,"07182250-2018","07182250",2018,"123.45","-84.32",4,3,"-43.4"
"4125","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2018Sep04","TAPRShiner2018Sep06","seine","main",3,8,52,2,"No Anomalies",FALSE,1,0,-999,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2018,"07182250-2018","07182250",2018,"123.45","-84.32",4,3,"-43.4"
"4126","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2018Sep04","TAPRShiner2018Sep06","seine","main",3,9,45,2,"No Anomalies",FALSE,1,0,-999,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2018,"07182250-2018","07182250",2018,"123.45","-84.32",4,3,"-43.4"
"4127","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2018Sep04","TAPRShiner2018Sep06","seine","main",3,10,26,-999,"No Anomalies",FALSE,1,0,-999,"no individual weight recorded","lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2018,"07182250-2018","07182250",2018,"123.45","-84.32",4,3,"-43.4"
"4128","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2018Sep04","TAPRShiner2018Sep06","seine","main",3,11,46,2,"No Anomalies",FALSE,1,0,-999,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2018,"07182250-2018","07182250",2018,"123.45","-84.32",4,3,"-43.4"
"4129","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2018Sep04","TAPRShiner2018Sep06","seine","main",3,12,45,2,"No Anomalies",FALSE,1,0,-999,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2018,"07182250-2018","07182250",2018,"123.45","-84.32",4,3,"-43.4"
"4130","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2018Sep04","TAPRShiner2018Sep06","seine","main",3,13,36,1,"No Anomalies",FALSE,1,0,-999,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2018,"07182250-2018","07182250",2018,"123.45","-84.32",4,3,"-43.4"
"4131","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2018Sep04","TAPRShiner2018Sep06","seine","main",3,14,35,1,"No Anomalies",FALSE,1,0,-999,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2018,"07182250-2018","07182250",2018,"123.45","-84.32",4,3,"-43.4"
"4132","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2018Sep04","TAPRShiner2018Sep06","seine","main",3,15,42,1,"No Anomalies",FALSE,1,0,-999,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2018,"07182250-2018","07182250",2018,"123.45","-84.32",4,3,"-43.4"
"4133","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2018Sep04","TAPRShiner2018Sep06","seine","main",3,16,36,1,"No Anomalies",FALSE,1,0,-999,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2018,"07182250-2018","07182250",2018,"123.45","-84.32",4,3,"-43.4"
"4134","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2018Sep04","TAPRShiner2018Sep06","seine","main",3,17,34,-999,"No Anomalies",FALSE,1,0,-999,"no individual weight recorded","lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2018,"07182250-2018","07182250",2018,"123.45","-84.32",4,3,"-43.4"
"4135","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2018Sep04","TAPRShiner2018Sep06","seine","main",3,18,35,1,"No Anomalies",FALSE,1,0,-999,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2018,"07182250-2018","07182250",2018,"123.45","-84.32",4,3,"-43.4"
"4136","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2018Sep04","TAPRShiner2018Sep06","seine","main",3,19,40,1,"No Anomalies",FALSE,1,0,-999,NA,"lepmeg","Longear sunfish","Centrarchidae","Lepomis megalotis",168153,"Lepomis megalotis","A","GBIF Backbone Taxonomy",2394510,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Invertivore (i.e. eats invertebrates and/or insects)","Event","HumanObservation",2018,"07182250-2018","07182250",2018,"123.45","-84.32",4,3,"-43.4"
